"work_id","conference_label","conference_short_title","conference_theme_title","conference_year","conference_organizers","conference_series","conference_hosting_institutions","conference_city","conference_state","conference_country","conference_url","work_title","work_url","work_authors","work_type","parent_work_id","keywords","languages","topics"
"1943","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Extracting Relationships from an Online Digital Archive about Post-War Queensland Architecture","","Jane Hunter;John Macarthur;Deborah Van der Plaat;Janina Gosseye;Andrae Muys;Craig Macnamara;Gavin Bannerman","paper, specified ""long paper""","","architectural history;oral histories;reasoning;semantic processing","","archives, repositories, sustainability and preservation;art history;content analysis;GLAM: galleries, libraries, archives, museums;networks, relationships, graphs;ontologies;semantic analysis"
"1944","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Generative Troubling in Emerging Archival Forms","","John Seberger","paper, specified ""short paper""","","archival theory;derrida;facebook","","archives, repositories, sustainability and preservation;digitisation - theory and practice;literary studies;media studies;social media"
"1945","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Finding Inexact Quotations Within a Tibetan Buddhist Corpus","","Benjamin Eliot Klein;Nachum Dershowitz;Lior Wolf;Orna Almogi;Dorji Wangchuk","poster / demo / art installation","","inexact quotations;tibetan texts","","asian studies;bibliographic methods / textual studies;content analysis;data mining / text mining;interdisciplinary collaboration;text analysis"
"1946","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Fractures and Cohesion: Using Systemic Functional Linguistics to Detect and Analyse Hate Speech in an Online Environment","","Deirdre Quinn;Keith Maycock;John Keating","paper, specified ""short paper""","","dehumanisation;hate speech;lexical cohesion;social media;systemic functional linguistics;visualisations","","linguistics;media studies;social media;visualization"
"1947","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Framework for Quantitative Analysis of Scripts","","Vinodh Rajan","paper, specified ""short paper""","","handwriting;paleography;quantitative analysis;scripts;writing systems","","classical studies;historical studies;linguistics;other"
"1948","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Framework of an Advisory Message Board for Women Victims after Disasters","","Takako Hashimoto;Yukari Shirota","paper, specified ""long paper""","","disaster victims relief;east japan great earthquake","","data mining / text mining;social media;text analysis"
"1949","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Discourses and Disciplines in the Enlightenment: Topic Modeling the French Encyclopedie","","Glenn H. Roe;Clovis Gladstone;Robert Morrissey","paper, specified ""long paper""","","discourse analysis;encyclopédie;enlightenment studies;topic modeling","","cultural studies;data mining / text mining;french studies;historical studies;information retrieval;literary studies;ontologies;text analysis"
"1950","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","From lighthouse to framework: visualising digital scholarly editions with pathways and histories","","Nicholas John Hayward","paper, specified ""long paper""","","digital;framework;scholarly edition;visualisation;woolf","","bibliographic methods / textual studies;content analysis;image processing;information architecture;interface and user experience design;internet / world wide web;knowledge representation;linking and annotation;literary studies;project design, organization, management;publishing and delivery systems;scholarly editing;software design and development"
"1951","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","From Markup to Analysis: Culture Claims and Code in the Digital Archive","","Julia Flanders;Elizabeth Maddock Dillon","paper, specified ""long paper""","","data modeling;digital archives;text encoding","","data modeling and architecture including hypothesis-driven modeling;encoding - theory and practice;gender studies;knowledge representation;literary studies;xml"
"1952","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","From the Archimedes' Palimpsest to the Vercelli Book: Dual Correlation Pattern Recognition and Probabilistic Network Approaches to Paleography in Damaged Manuscripts","","Eleanor Chamberlain Anthony","paper, specified ""short paper""","","vercelli archimedes' correlation probabilistic paleography","","medieval studies;programming;text analysis"
"1953","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Future Development of a System for Annotation and Linkage of Sources in Arts and Humanities","","Ivan Subotic;André Kilchenmann;Tobias Schweizer;Lukas Rosenthaler","paper, specified ""short paper""","","long-term preservation;ontology;versioning;visualization;vre","","information architecture;internet / world wide web;linking and annotation;metadata;ontologies;semantic web;software design and development;visualization"
"1954","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Geographies of Access: Mapping the Online Attention to Digital Humanities Articles in Academic Journals","","Ernesto Priego;Javiera Atenas;Leo Havemann","poster / demo / art installation","","altmetrics;licensing;open access;publishing","","archives, repositories, sustainability and preservation;digital humanities - facilities;publishing and delivery systems"
"1955","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Geoweb 2.0 and Design Empowerment: A Critical Evaluation of Eleven Cases","","Burak Pak;Johan Verbeke","paper, specified ""long paper""","","crowdsourcing;design empowerment;participation;web 2.0","","crowdsourcing;interdisciplinary collaboration;interface and user experience design;maps and mapping;project design, organization, management;social media;software design and development;spatio-temporal modeling, analysis and visualisation;visualization"
"1956","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Global Outlook::Digital Humanities: Promoting Digital Humanities Research Across disciplines, regions, and cultures","","Daniel Paul O'Donnell;Barbara Bordalejo;Roopika Risam;Paul Spence;Elena González Blanco-Garcia","panel / roundtable","","cultural critique;cultural gap;economic gap;globalisation;global outlook::digital humanities","","anthropology;cultural infrastructure;digital humanities - institutional support;digital humanities - nature and significance;gender studies;history of humanities computing/digital humanities;interdisciplinary collaboration;multilingual / multicultural approaches;other;spanish and spanish american studies"
"1957","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Harddrive Philology: Analysing the Writing Process on Thomas Kling's Archived Laptops","","Thorsten Ries","paper, specified ""long paper""","","digital born archive material;digital forensics;textual genetics;thomas kling","","archives, repositories, sustainability and preservation;german studies;literary studies;philology;scholarly editing"
"1958","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Hartmut Skerbisch - Envisioning association processes of a conceptual artist","","Martina Semlak","paper, specified ""short paper""","","art historical edition;artists notebooks;association processes;genetic edition;semantic annotation","","art history;encoding - theory and practice;scholarly editing;semantic analysis"
"1959","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","HistoGlobe - Visualising History","","Carola Westermeier","poster / demo / art installation","","history;mapping;multimedia;software-development;visualisation","","audio, video, multimedia;copyright, licensing, and open access;cultural studies;digital humanities - institutional support;digitisation - theory and practice;geospatial analysis, interfaces and technology;GLAM: galleries, libraries, archives, museums;historical studies;history of humanities computing/digital humanities;interdisciplinary collaboration;internet / world wide web;maps and mapping;networks, relationships, graphs;software design and development;visualization"
"1960","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","History All Around Us: Towards Best Practices for Augmented Reality for Public History and Cultural Empowerment","","Kevin Bradley Kee;Timothy Compeau;Eric Poitras","paper, specified ""short paper""","","augmented reality;public history","","games and meaningful play;historical studies;mobile applications and mobile design;virtual and augmented reality"
"1961","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","How a story is performed: traditional storytelling in the hands of computing","","Mariana Gomes","poster / demo / art installation","","electronic edition;motif;verbal art","","archives, repositories, sustainability and preservation;audio, video, multimedia;cultural studies;folklore and oral history;literary studies"
"1962","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","How To Do (Digital) History and Undergraduate Digital Humanities","","Justin Schell;Donna Gabaccia","paper, specified ""short paper""","","collaboration;digital history;pedagogy;undergraduate education","","digital humanities - institutional support;digital humanities - pedagogy and curriculum;historical studies;teaching and pedagogy"
"1963","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","How to make games more GLAM-orous: developing game prototypes for the museum and cultural heritage sector in India","","Padmini Murray Ray","poster / demo / art installation","","cultural artefacts;india;museums;narrative;videogames","","asian studies;audio, video, multimedia;creative and performing arts, including writing;cultural studies;folklore and oral history;games and meaningful play;GLAM: galleries, libraries, archives, museums;interdisciplinary collaboration;interface and user experience design"
"1964","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","How we work: a critical approach to program development to serve library/dh partnerships","","Sarah Potvin;Bruce Herbert;Amy Earhart","poster / demo / art installation","","assessment;bibliometrics;libraries;program development","","digital humanities - institutional support;digital humanities - nature and significance;GLAM: galleries, libraries, archives, museums;interdisciplinary collaboration"
"1965","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","IMPACT : un dispositif de transcription et de commentaire de l'oral, pour l'enseignement et la recherche","","Jérôme Jacquin;Xavier Gradoux","paper, specified ""long paper""","","base de données;dispositif hybride;formation supérieure;oralité;tic","","digital humanities - pedagogy and curriculum;digitisation, resource creation, and discovery;interface and user experience design;linguistics;teaching and pedagogy"
"1966","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Incommensurability? Authorship, Style, and the Need for Theory","","Aaron Louis Plasek","paper, specified ""short paper""","","computational stylistics;genre;model;pastiche","","authorship attribution / authority;literary studies;philosophy;stylistics and stylometry;text analysis"
"1967","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Integrating Score and Sound: ""Augmented Notes"" and the Advent of Interdisciplinary Publishing Frameworks","","Joanna Elizabeth Swafford","paper, specified ""long paper""","","archives;interdisciplinarity;music;poetry;tool building","","archives, repositories, sustainability and preservation;audio, video, multimedia;cultural studies;digital humanities - pedagogy and curriculum;english studies;gender studies;genre-specific studies: prose, poetry, drama;interdisciplinary collaboration;interface and user experience design;literary studies;music;programming;publishing and delivery systems;software design and development;xml"
"1968","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Intellectual Property Rights vs. Freedom of Research: Tripping stones in international IPR law","","Walter Scholger","paper, specified ""long paper""","","copyright;electronic provision;ipr;open access;orphaned works","","copyright, licensing, and open access"
"1969","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Interdisziplinarität modellieren - Über die Modellierung einer Ontologie wissenschaftlicher Prozesse für den Exzellenzcluster Bild Wissen Gestaltung","","Christian Stein","poster / demo / art installation","","interdisciplinarity;ontology;scholarly primitives;terminology","German","data modeling and architecture including hypothesis-driven modeling;information architecture;interdisciplinary collaboration;ontologies;semantic web;user studies / user needs"
"1970","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Interoperable Infrastructures for Digital Research: a proposed pathway for enabling transformation","","James William Baker;Adam Farquhar","poster / demo / art installation","","content;infrastructure;pathway;research;transformation","","data mining / text mining;digital humanities - facilities;digital humanities - institutional support;GLAM: galleries, libraries, archives, museums;project design, organization, management;software design and development"
"1971","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Introducing digital humanities through cultural analysis","","Everardo Reyes-Garcia","paper, specified ""short paper""","","analysis;cultural;networks;textual;visual","","cultural studies;digital humanities - pedagogy and curriculum;media studies;networks, relationships, graphs"
"1972","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Kanripo and Mandoku: Tools for distributed repositories of premodern Chinese texts","","Christian Wittern","paper, specified ""short paper""","","chinese studies;research infrastructure;text representation;tool development","","bibliographic methods / textual studies;concording and indexing;content analysis;cultural infrastructure;digitisation, resource creation, and discovery;digitisation - theory and practice;linking and annotation;philology;scholarly editing;software design and development"
"1973","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Kiln: XML Publishing Framework","","Miguel Vieira;Jamie Norrish","poster / demo / art installation","","framework;kiln;publishing;tei;xml","","publishing and delivery systems;xml"
"1974","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Kinomatics: big cultural data and the study of cinema","","Deb Verhoeven;Bronwyn Coate;Colin Arrowsmith;Alwyn Davidson","paper, specified ""long paper""","","big data;cinema;digitisation;spatial;visualisation","","cultural infrastructure;databases & dbms;digitisation, resource creation, and discovery;film and cinema studies;geospatial analysis, interfaces and technology;maps and mapping;spatio-temporal modeling, analysis and visualisation;visualization"
"1975","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","L’édition numérique – système d’organisation des connaissances avec les outils sémantiques","","Clémence Andréys;Clément Borel;Ioan Roxin","paper, specified ""long paper""","","édition numérique;mémoire;ontologie;web sémantique","","archives, repositories, sustainability and preservation;asian studies;historical studies;ontologies;semantic web"
"1976","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","L`Innommable / The Unnamable: The Second Module of the Samuel Beckett Digital Manuscript Project's Hybrid Genetic Edition.","","Wout Dillen","poster / demo / art installation","","genetic criticism;hybrid edition;modern manuscripts;scholarly digital edition;textual scholarship","","archives, repositories, sustainability and preservation;digitisation - theory and practice;english studies;literary studies;multilingual / multicultural approaches"
"1977","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","LA HIPEREDIÇÃO DOS PANFLETOS DE EULÁLIO MOTTA: EDICIÓN FILOLÓGICA Y CULTURA DIGITAL, RETOS DE UN NUEVO TIEMPO","","Patrício Nunes Barreiros","poster / demo / art installation","","archivo de escritores;crítica textual;filologia;hiperedição","","hypertext;philology"
"1978","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Lacuna Stories: Building an Annotation Platform for Historical Thinking","","Michael Widner;Brian Johnsrud","paper, specified ""short paper""","","annotation;historical thinking;multimedia;platforms","","audio, video, multimedia;digital humanities - pedagogy and curriculum;historical studies;interdisciplinary collaboration;linking and annotation;teaching and pedagogy"
"1979","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Large-scale text analysis through the HathiTrust Research Center","","Peter Organisciak;Sayan Bhattacharyya;Loretta Auvil;J. Stephen Downie;Beth Plale","poster / demo / art installation","","digital access;text analysis;tools","","data mining / text mining;text analysis"
"1980","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Latent Information in Libraries and Archives: A Fluid Text Model and Proposed Documenting Infrastructure for Facilitating Textual Transmission from Codex to Online","","Steven L. MacCall","poster / demo / art installation","","fluid text theory;latent information;library science;scholarly editing;textual transmission","","bibliographic methods / textual studies;cultural infrastructure;GLAM: galleries, libraries, archives, museums;scholarly editing"
"1981","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","LAUDATIO-Repository: Accessing a heterogeneous field of linguistic corpora with the help of an open access repository","","Thomas Krause;Anke Lüdeling;Carolin Odebrecht;Laurent Romary;Peter Schirmbacher;Dennis Zielke","poster / demo / art installation","","historical linguistics;metadata;repository","","archives, repositories, sustainability and preservation;copyright, licensing, and open access;corpora and corpus activities;historical studies;interdisciplinary collaboration;linguistics;metadata;software design and development;user studies / user needs"
"1982","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Le canon littéraire et les bibliographies numériques: le cas des États-Unis","","Carolina Ferrer","paper, specified ""short paper""","","bibliométrie;big data;canon littéraire;data mining;littérature américaine","","archives, repositories, sustainability and preservation;bibliographic methods / textual studies;corpora and corpus activities;cultural studies;databases & dbms;data mining / text mining;digital humanities - pedagogy and curriculum;knowledge representation;literary studies;visualization"
"1983","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Le labo junior « Nhumérisme » (ENS Lyon), observateur et acteur du « cultural empowerment » français","","Cécile Armand","poster / demo / art installation","","collaboration;digital humanities;humanisme;projet","","digital humanities - institutional support;digital humanities - nature and significance;history of humanities computing/digital humanities;project design, organization, management"
"1984","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Leaves of Grass: Data Animation and XML Technologies","","Brett Barney;Brian Pytlik-Zillig","paper, specified ""long paper""","","animation;deformance;leaves of grass;walt whitman","","audio, video, multimedia;content analysis;corpora and corpus activities;literary studies;text analysis;visualization"
"1985","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Less explored multilingual issues in the automatic processing of historical texts - a case study","","Cristina Vertan","paper, specified ""short paper""","","comparable corpora;historical texts;language technology;multilingualism","","content analysis;digital humanities - facilities;historical studies;multilingual / multicultural approaches;text analysis"
"1986","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Let DH Be Sociological!","","Andrew Goldstone","paper, specified ""short paper""","","sociology;theory;topic modeling","","content analysis;data mining / text mining;english studies;literary studies"
"1987","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Liberate the Text! TypeWright, Cobre, and MapThePage","","Laura Mandell;Jacob Heil;Timothy Duguid;Elizabeth Grumbach;Matthew J Christy","poster / demo / art installation","","correcting_text;crowd-sourcing;scholarly_editions;transcribing","","crowdsourcing;digitisation, resource creation, and discovery;renaissance studies;scholarly editing;social media;text analysis;text generation"
"1988","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Light, Liturgy, and Art at the Monastery of Saint John in Müstair, Switzerland: A Software Demonstration","","Jenny Kirsten Ataoguz","poster / demo / art installation","","3d modeling;archaeoastronomy;church decoration;medieval;natural lighting effects","","archaeology;art history;data modeling and architecture including hypothesis-driven modeling;geospatial analysis, interfaces and technology;interdisciplinary collaboration;interface and user experience design;medieval studies;software design and development;spatio-temporal modeling, analysis and visualisation;visualization"
"1989","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Linked Open Data Technologies and Emblematica Online II","","Mara R. Wade;Timothy W. Cole;Myung-Ja K. Han","poster / demo / art installation","","emblem;linked open data;renaissance studies","","art history;corpora and corpus activities;digitisation, resource creation, and discovery;linking and annotation;literary studies;metadata;renaissance studies;semantic web"
"1990","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Local voices, worldwide conversations: ethnographic methodologies as a route to understanding meaning and value of niche local digital cultural heritage resources.","","Penny Johnston","poster / demo / art installation","","ethnography;local;oral history","","archives, repositories, sustainability and preservation;folklore and oral history"
"1991","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Macro-Etymological Textual Analysis","","Jonathan Pearce Reeve","paper, specified ""short paper""","","etymology;linguistics;literature;text analysis","","english studies;linguistics;literary studies;natural language processing;stylistics and stylometry;text analysis"
"1992","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Making Digital Humanities Work","","Trevor Muñoz;Jennifer Guiliano","paper, specified ""long paper""","","agency;alt-ac;collaboration;institutional structures;project design","","digital humanities - institutional support;digital humanities - nature and significance;history of humanities computing/digital humanities;interdisciplinary collaboration;project design, organization, management"
"1993","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Making Waves: Algorithmic Criticism Revisited","","David L. Hoover","paper, specified ""long paper""","","algorithmic criticism;computational stylistics;stephen ramsay;text analysis;virginia woolf","","data mining / text mining;english studies;literary studies;stylistics and stylometry;text analysis"
"1994","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","MapaHD: Exploring Spanish and Portuguese Speaking DH Communities","","Élika Ortega;Silvia Gutiérrez","paper, specified ""long paper""","","digital humanities;interdisciplinarity;international community;network;spanish and portuguese","","digital humanities - nature and significance;interdisciplinary collaboration;networks, relationships, graphs;spanish and spanish american studies"
"1995","2014 - Lausanne","Lausanne","Digital Cultural Empowerment","2014","ADHO","ADHO","École Polytechnique Fédérale de Lausanne (EPFL);Université de Lausanne","Lausanne","","Switzerland","https://web.archive.org/web/20161227182033/https://dh2014.org/program/","Mapping and Unmapping Joyce: Geoparsing Wandering Rocks","","Caleb Derven;John Keating;Aja Teehan","paper, specified ""long paper""","","encoding;geoparsing;modeling;text;toponyms","","encoding - theory and practice;literary studies;natural language processing"
